Geography,Statistic,Expenditure,Year,Income Quintile
Manitoba,Reading materials and other printed matter,287.0,2021,Highest
Manitoba,"Tobacco products, alcoholic beverages and cannabis for non-medical use",3159.0,2021,Highest
Manitoba,Miscellaneous expenditures,2686.0,2021,Highest
Saskatchewan,Food expenditures,18026.0,2021,Highest
Saskatchewan,Shelter,29629.0,2021,Highest
Saskatchewan,Household operations,9046.0,2021,Highest
Saskatchewan,Household furnishings and equipment,6320.0,2021,Highest
Saskatchewan,Clothing and accessories,3662.0,2021,Highest
Saskatchewan,Private transportation,17631.0,2021,Highest
Saskatchewan,Public transportation,487.0,2021,Highest
Saskatchewan,Health care,4184.0,2021,Highest
Saskatchewan,Personal care,2556.0,2021,Highest
Saskatchewan,Recreation,11447.0,2021,Highest
Saskatchewan,Education,2671.0,2021,Highest
Saskatchewan,Reading materials and other printed matter,266.0,2021,Highest
Saskatchewan,"Tobacco products, alcoholic beverages and cannabis for non-medical use",3330.0,2021,Highest
Saskatchewan,Games of chance,209.0,2021,Highest
Saskatchewan,Miscellaneous expenditures,2900.0,2021,Highest
Alberta,Food expenditures,18104.0,2021,Highest
Alberta,Shelter,33157.0,2021,Highest
Alberta,Household operations,10058.0,2021,Highest
Alberta,Household furnishings and equipment,7022.0,2021,Highest
Alberta,Clothing and accessories,3836.0,2021,Highest
Alberta,Private transportation,16792.0,2021,Highest
Alberta,Public transportation,831.0,2021,Highest
Alberta,Health care,4079.0,2021,Highest
Alberta,Personal care,2882.0,2021,Highest
Alberta,Recreation,7889.0,2021,Highest
Alberta,Education,4768.0,2021,Highest
Alberta,Reading materials and other printed matter,312.0,2021,Highest
Alberta,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2397.0,2021,Highest
Alberta,Miscellaneous expenditures,3488.0,2021,Highest
British Columbia,Food expenditures,16295.0,2021,Highest
British Columbia,Shelter,37761.0,2021,Highest
British Columbia,Household operations,9672.0,2021,Highest
British Columbia,Household furnishings and equipment,5586.0,2021,Highest
British Columbia,Clothing and accessories,3941.0,2021,Highest
British Columbia,Private transportation,16158.0,2021,Highest
British Columbia,Public transportation,1101.0,2021,Highest
British Columbia,Health care,4163.0,2021,Highest
British Columbia,Personal care,2451.0,2021,Highest
British Columbia,Recreation,7602.0,2021,Highest
British Columbia,Education,4233.0,2021,Highest
British Columbia,Reading materials and other printed matter,304.0,2021,Highest
British Columbia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2978.0,2021,Highest
British Columbia,Games of chance,235.0,2021,Highest
British Columbia,Miscellaneous expenditures,3992.0,2021,Highest
